date,location,review,stars,username
5/19/2021,"Sacramento, CA",It's been years since my last visit and this location still rings to true to a complete SB experience. The large parking lot with free parking makes for easy access on weekdays in the spring and fall. In the summer months it can be a real challenge. Covid protocols lent to ordering beverages and appetizers to be consumed on the beach on one of many benches. Our table is ready buzzer went off much sooner than expected. The staff were top notch. Friendly as can be and very helpful and patient. WeTook out drinks and appetizers to a nearby bench and enjoyed the view of the surf with plentiful surfers doing their best to share the solid swells. Somme was very tasty. The oysters were so fresh and loaded with sea liquor. I enjoyed the accompaniments but was a little disappointed at the absence of a mingonette dipper. The sole was tasty and the scallops were perfectly cooked. The calamari appetizers were great and the dungeoness crab and shrimp ceviche tostadas sure hit the spot the citrus mango and cilantro brightmednthe tostadas to absolute perfection. So happy the establishment from my college days decades ago is still pumping out fantastic eats and drinks. Certainly spot to hit in the future now that southwest flys direct fromOakland.,5 star rating,David M.
4/19/2021,"San Fernando Valley, CA","Got the happy hour take out and enjoyed it on the beach for the sunset.Fried cauliflower - The even, thin coating of the breading was great! Loved the accompanying sweet and sour sauce that gave the cauliflower a zing.Lobster & truffle mac n cheese - The lobster pieces were big, but they were slightly mushy (which I totally understand - you're not going to get fresh lobster for mac n cheese). Flavor was great, cheesey, and the truffle blended in well without overpowering all the other flavors.Fried calamari - The calamari were on the small side, but they were tasty and fried well. The provided lemon had a good balance with fried bits.Wine - generous poursBlood orange margarita - They didn't skimp on flavor for sure.Moscow mule - Ginger-y, strongOverall great experience. Wish they had cup holders for the drinks though.",5 star rating,Cze T.
4/1/2021,"Fort Lauderdale, FL","Three words: WORTH THE WAIT.Yes, anytime you come here, please expect a long wait. But it's because this place is THAT GOOD. Plus, you can walk out to the beach and wait there, in the most scenic, beautiful place of all.This restaurant is as beautiful as it is delicious. The patio seating is so gorgeous. Come for sunset for sure. The drinks: soooo good. The blood orange margarita was delicious and SUPER strong so make sure to Uber or have a designated driver hehe. Also the strawberry shrub drink was amazing. Super yummy, fruity, and spicy with a Kick of jalapeño. The food: we shared family style. The highlight was by far the lobster Mac and cheese (definitely order two of these because you'll definitely eat them both) and the fried cauliflower (sweet, spicy and delicious). Other honorable mentions were the coconut shrimp and steak frites!",5 star rating,Ali K.
5/23/2021,"San Francisco, CA","If you are foodie, you won't be impressed. You pay for the view, and need to wait for 2 hours for a water front table. Services can be more energetic and attentive. Everything can be better but if this is the post pandemic thing, I gave three stars only because I am grateful that we found a place to kill time in Santa Barbara.",3 star rating,Shell J.
5/23/2021,"Los Angeles, CA","They don't take reservations so the wait was around 1.5 hours when we checked in around 2pm. They do let you buy drinks at the bar to go so you can walk around the beach while you wait which we opted to do! The views are super nice and the drinks were good! We tried the mule and the boathouse punch and both were very good!For food we had the pulled pork grilled cheese which was a big hit, the shrimp tacos which were fresh and had an awesome sauce, and the ahi tuna starter with a side of mango sticky rice (this was the only option that fell flat for us! It came looking like a salad- the tuna was prepared well but the mango sticky rice was under cooked, not really ""sticky"" and just had some mango chunks thrown in) Overall we liked the majority of our food, the vibes, and the service was very good!",4 star rating,Liz V.
5/6/2021,"San Jose, CA","Pro tip: don't come hungry because you'll be waiting 2 hours to get seated.We came and got our name on the list, left, and hung out downtown.  We were definitely starving by the time our buzzer went off.  We came here for dinner, so it was getting a little too cold to hang out at the beach.  The host was super cool the entire time while letting guests know it's going to be a 2 hour wait.I came here for the fresh uni, which is really hard to get good qualities of in the bay area.  I had pretty high expectations, and they did not disappoint.  It's served on top of piece of scallop on a slice of blood orange.  I think all that just hides the taste of the uni, which, if fresh, is already pretty mild in flavor. So I ate the uni by itself to enjoy its flavor.  I thought the price wasn't too bad either. $22 is market price.  I've had a whole uni straight from the shell for $10 at a farmer's market in San Diego. So, I guess $22 isn't bad for restaurant markup.The apple walnut salad was really good.  Slightly heavy on the dressing for me, but it was still enjoyable.Oh, we also had the lobster bisque. One of the best I've had!  Definitely worth getting a cup. The seabass was delicious as well. Good texture on the fish. The sauce was awesome!!! Definitely the star of the dish.  It went well with the fish and the potatoes and asparagus. I was scooping up that sauce with every bite of everything!Glad I got the chance to dine here on my last night visiting SB.  Definitely worth the wait, like many on here have expressed.",5 star rating,Marlette C.
4/21/2021,"Los Angeles, CA","This was my second time here and I can't believe I didn't review at the first time!I absolutely love this place!!! The food, the ambiance, and the overall experience has been so incredible both times! The views are unbeatable, you get to eat dinner while looking out onto the ocean in Santa Barbara -- what could be better! They don't take reservations, and on weekends I can get very busy. Bring a blanket for the beach, you can even order appetizers and get drinks from the bar and take it to the beach with you while you're waiting.The food -- everything is AMAZING. Particularly memorable dishes here include the cauliflower, the lobster Mac and cheese and the poke! If you are here with a big group, get 2 of the lobster macs to share! The drinks -- the cocktails are so fresh, unique and delicious. The bartenders also have quite a heavy pour so make sure you have a designated driver with you!",5 star rating,Sarah P.
4/17/2021,"Las Vegas, NV","We flew in for the day and really wanted to try Hendrys based on the reviews, so glad we did!!The wait was a little long, which we knew it would be based off all the reviews! We were told 45 minutes on a Monday morning at 11am - given a little buzzer wrapped in plastic and told that we could order drinks from the bar and sit outside while we waited for our table! Say no more. We went to the walk up bar and I got a pineapple mimosa and he ordered a vodka oj with a splash of cran... but very good drinks and the bartender was super sweet! I don't think we even waited the full 45 minutes before the buzzer went off and we were lead to our high top table - benefits of not being a large group! Albert was our waiter, super friendly and attentive. The food was delicious... we still talk about the chowder fries! Definitely no shortage of lobster in the lobster mac and cheese either!!!",5 star rating,Melyna M.
4/11/2021,"Goleta, CA","I am honestly flabbergasted that I have not yet written a review for Hendry's/The Boathouse. No matter who you ask, this restaurant is bound to be mentioned when brunch options in Santa Barbara is discussed. Depending on who you ask, the name may change several times--especially since the actual beach's name is Arroyo Burro. This beach is what ""brings all the boys"", oh, and I suppose dog lovers too since the east half of the beach is pet-friendly.Whenever I have visitors in town, I am always sure to bring them here for a scenic brunch. The restaurant is smack dab on the sand between two tall bluffs with endless windows and views of the Pacific Ocean and Channel Islands. If this isn't paradise, I don't know what is?! Weekends (Friday, Saturdays and Sundays) at Hendry's can be nuts, so I strongly advise everyone to visit either early right when they open or on a weekday to avoid a long wait. They do provide wireless pagers if you'd like to stroll the beach barefoot or hit up the shell staircase for elevated cliff views (located behind the restaurant to the west). It can be breezy so bring a light coat along since half the seating options are outdoors. There are heat lamps and a fire pit too. No matter what you order off the menu for breakfast you cannot go wrong: Chilaquiles, Crab Cake Benedict, Huevos Hope Rancheros, and the list of delicious options goes on... I also feel obligated to recommend Hendry's for their Breakfast Booze selection. Whether it be one their large variety of fruit-flavored mimosas (orange, grapefruit, blood orange, mango, and many more...), Espresso Martini (for when I need a morning caffeine kick), a Pancake Breakfast Shot (for those with a sweet tooth), ""I think I lost my headache"" Michelada (perfect hair of the dog), or Signature Bloody Mary (with a chilled prawn, applewood smoked bacon, pickled veg, and citrus; YES PLEASE!).While I have been here for lunch and dinner, I have to admit that I think they do breakfast/brunch the best.P/S: Shout-out to Jessica my favorite waitress!Psst: You can also order a boozy beverage to-go to stroll along the beach whether or not you decide to dine here.",5 star rating,Richie D.
4/2/2021,"Arcadia, CA","A friend of mine recommended this brunch spot as a ""MUST VISIT"" eatery and she was so right! It's the perfect little spot for a boozy brunch right by the beach. The wait can get quite long but you can grab an alcoholic drink to go and stroll along the beach - which allows dogs!! They quoted us an hour wait time but we were called back in 30 and were attended to super quickly once we were seated. We ordered the michelada and blood orange margarita, which didn't actually have a strong blood orange taste. Personally, I preferred the michelada and traded drinks with my bf LOL. We also got the pork belly Benedict and crab cakes. The Benedict wasn't too flavorful - it was as though the pork belly wasn't seasoned at all but we added lots of pepper to this dish. The crab cakes were AMAZING though!!! It actually ended up pairing well with the pork belly since it was on the more bland side. 10/10 would come again!",5 star rating,Ashley C.
